Author_id,Author,ORCID,Works Count,Cited By Count,2-Year Mean Citedness,H-Index,i10-Index,Last Known Institution,Research Concepts
A5059191789,Mario Medugno,,18,265,0,6,5,Institute of Applied Science and Intelligent Systems,"Computer science, Physics, Engineering, Chemistry, Mathematics, Quantum mechanics, Electrical engineering, Materials science, Programming language, Optics, Biology, Composite material, Metallurgy, Optoelectronics, Telecommunications, Mechanical engineering, Geology, Astronomy, Genetic code, Genetics, Biochemistry, Gene, Paleontology, Nanotechnology, Set (abstract data type)"
A5065695313,Özgün Erdoğan,,18,295,0,6,6,Duke University,"Biology, Genetics, Biochemistry, Chemistry, Gene, RNA, Transfer RNA, Aminoacyl tRNA synthetase, Computer science, Medicine, Internal medicine, Amino acid, Computational biology, Cell biology, Epistemology, Philosophy, Artificial intelligence, DNA, Class (philosophy), Genetic code, Signal transduction"
A5078226974,Tomoshige Fujino,https://orcid.org/0000-0002-1908-8757,18,355,1.75,6,5,Nagoya University,"Genetics, Biology, Biochemistry, Gene, Chemistry, Amino acid, Computational biology, Medicine, Physics, DNA, Nuclear magnetic resonance, Messenger RNA, Internal medicine, RNA, Genetic code, Pathology, Translation (biology), Molecular biology, Organic chemistry, In vitro, Disease, Computer science, Stereochemistry, Mutation, Peptide"
A5085993862,Noorossadat Torabi,,18,781,0,11,12,Princeton University,"Biology, Chemistry, Genetics, Biochemistry, Gene, Computer science, Computational biology, DNA, Genetic code, Mathematics, Programming language, Amino acid, Physics, Evolutionary biology, Set (abstract data type), Medicine, Statistics, Engineering, Phenotype, Sociology, Artificial intelligence, Mutation, Code (set theory), Saccharomyces cerevisiae, Yeast"
A5091733116,Sebastian Greiss,https://orcid.org/0000-0001-9130-0831,18,1144,1.833333333,11,11,University of Edinburgh,"Genetics, Biochemistry, Biology, Gene, Chemistry, DNA, Computational biology, Cell biology, Amino acid, Caenorhabditis elegans, Genetic code, Cell, Nuclear magnetic resonance, Multicellular organism, Transgene, Physics, DNA damage, Organic chemistry, Enzyme"
A5000308925,Aaron W. Feldman,,17,770,9,12,12,Scripps Research Institute,"Biology, Chemistry, Genetics, Biochemistry, Gene, Computational biology, DNA, Base pair, Linguistics, Physics, Philosophy, Geology, Paleontology, Organic chemistry, Stereochemistry, Alphabet, Molecular biology, Amino acid, Genetic code, Combinatorial chemistry, Computer science, Nuclear magnetic resonance, RNA, Organism, Nucleotide"
A5028938445,Zhenling Cui,https://orcid.org/0000-0002-5664-8303,17,256,3,9,9,ARC Centre of Excellence in Synthetic Biology,"Genetics, Biology, Biochemistry, Chemistry, Computational biology, Gene, Physics, Organic chemistry, Nuclear magnetic resonance, Enzyme, DNA, Engineering, In vitro, Amino acid, Genetic code, Computer science, Bioinformatics, Molecular biology, Protein biosynthesis, Chemical engineering, RNA, Medicine, Cell biology, Messenger RNA, Internal medicine"
A5033463814,Ana R. Bezerra,,17,332,2.333333333,10,10,University of Aveiro,"Genetics, Biology, Biochemistry, Gene, Chemistry, Genome, Botany, Medicine, Computational biology, Microbiology, Candida albicans, Bioinformatics, Amino acid, DNA, Genetic code, Codon usage bias, Cell biology, Messenger RNA, Phenotype, Yeast, Dermatology, Proteome, Internal medicine, Geology, Translation (biology)"
A5038668170,Medha Raina,https://orcid.org/0000-0001-9690-6576,17,542,4.4,9,9,Eunice Kennedy Shriver National Institute of Child Health and Human Development,"Biology, Biochemistry, Chemistry, Genetics, Gene, RNA, Transfer RNA, DNA, Computational biology, Cell biology, Molecular biology, Messenger RNA, microRNA, Translation (biology), Gene expression, Amino acid, Base pair, Non-coding RNA, Protein biosynthesis, Function (biology), Evolutionary biology, Aminoacyl tRNA synthetase, Genetic code"
A5040452443,Joshua Isaacson,,17,97,1,4,3,Western University,"Biology, Genetics, Biochemistry, Gene, Chemistry, Physics, RNA, Medicine, Cell biology, Organic chemistry, DNA, Nuclear magnetic resonance, Zoology, Mutant, Transfer RNA, Enzyme, Amino acid, Ecology, Linguistics, Evolutionary biology, Philosophy, Gene expression, Molecular biology, Protein biosynthesis, Genetic code"
A5040670293,Orr Schlesinger,https://orcid.org/0000-0002-2648-6235,17,352,0,8,8,Ben-Gurion University of the Negev,"Biology, Biochemistry, Chemistry, Physics, Genetics, Quantum mechanics, Organic chemistry, Nuclear magnetic resonance, Gene, Engineering, Physical chemistry, Enzyme, Materials science, Electrode, RNA, Computational biology, Nanotechnology, DNA, Chemical engineering, Photochemistry, Electron transfer, Protein biosynthesis, Genetic code, Computer science, Bioinformatics"
A5068993658,Matthieu Landon,https://orcid.org/0000-0002-6081-6226,17,409,0,6,6,Harvard University,"Biology, Genetics, Biochemistry, Computational biology, Chemistry, Gene, DNA, Computer science, Genome, Medicine, Physics, Genetic code, Environmental health, Sociology, Demography, Amino acid, Population, Nuclear magnetic resonance, Evolutionary biology, Polymerase, CRISPR, Cas9, Genome editing, Genome engineering, Organic chemistry"
A5074652128,Jean-claude Perez,,17,114,0,6,4,IBM (France),"Biology, Genetics, Biochemistry, Gene, Genome, Chemistry, Computer science, Mathematics, Computational biology, Medicine, Genetic code, Amino acid, DNA, Evolutionary biology, Sociology, Fractal, History, Physics, Internal medicine, Mathematical analysis, Archaeology, Set (abstract data type), Human genome, Programming language, Geography"
A5085495473,Daniel L. Dunkelmann,https://orcid.org/0000-0001-6447-7041,17,630,5,9,9,MRC Laboratory of Molecular Biology,"Biochemistry, Biology, Chemistry, Genetics, Amino acid, Organic chemistry, Materials science, Combinatorial chemistry, Nuclear magnetic resonance, Stereochemistry, Physics, Catalysis, Computational biology, Medicine, Gene, Metallurgy, Genetic code, RNA, Transfer RNA, Enzyme, DNA, Metalloprotein, Molecular biology, Metal, Heme"
A5002259164,Elena S. Petukhova,https://orcid.org/0000-0002-5192-1462,16,34,0,3,1,Russian Engineering Academy,"Mathematics, Biology, Physics, Geometry, Computer science, Genetics, Quantum mechanics, Homogeneous space, Pure mathematics, Biochemistry, Gene, Chemistry, Theoretical computer science, Mathematical analysis, Political science, Engineering, Law, DNA, Genetic code, Social science, Statistics, Algebra over a field, Sociology, Artificial intelligence, Amino acid"
A5002421826,Boris Eliseev,,16,392,0,7,7,European Molecular Biology Laboratory,"Biology, Biochemistry, Chemistry, Genetics, Gene, RNA, Ribosome, Transfer RNA, Messenger RNA, Translation (biology), Amino acid, Release factor, Stop codon, Eukaryotic translation, DNA, Computer science, Cell biology, Genetic code, Ecology, Ribosomal RNA, Physics, Engineering, Organic chemistry, Phylogenetic tree"
A5031802814,Jennifer C. Peeler,,16,745,1,11,11,Colgate University,"Genetics, Biochemistry, Biology, Chemistry, Gene, Organic chemistry, Physics, Amino acid, Nuclear magnetic resonance, Medicine, Enzyme, Internal medicine, RNA, Transfer RNA, Cell biology, Endocrinology, Molecular biology, DNA, Cysteine, Aminoacyl tRNA synthetase, Genetic code, Receptor, Materials science, Immunology, Glutathione"
A5038574763,Michael J. Hammerling,https://orcid.org/0000-0002-0499-6795,16,303,1.5,7,7,International House,"Biology, Genetics, Chemistry, Biochemistry, Computational biology, Gene, Computer science, RNA, DNA, Medicine, Evolutionary biology, Ribosome, Messenger RNA, Physics, Translation (biology), Genetic code, Nuclear magnetic resonance, Geology, Engineering, Genome, Mutant, Paleontology, Transfer RNA, Evolvability, Organic chemistry"
A5042341788,Gemma Estrada Girona,,16,783,0,9,9,European Molecular Biology Laboratory,"Chemistry, Biology, Biochemistry, Genetics, Gene, Physics, Organic chemistry, Amino acid, Genetic code, Computational biology, Materials science, DNA, Biophysics, Quantum mechanics, Fluorescence, Cell biology, Optics, Combinatorial chemistry, Click chemistry, Polymer chemistry, RNA, Molecular biology, Nanotechnology"
A5073203038,Kiyofumi Hamashima,,16,212,29,9,7,"Agency for Science, Technology and Research","Genetics, Biology, Biochemistry, Chemistry, Gene, Computational biology, DNA, RNA, Medicine, Genetic code, Amino acid, Molecular biology, Transfer RNA, Cell, Cell biology, Messenger RNA, Genome, Translation (biology), Gene expression, Transcriptome"
A5083692410,Ka-Weng Ieong,,16,352,3,8,7,Uppsala University,"Genetics, Biochemistry, Biology, Gene, Chemistry, RNA, Physics, Messenger RNA, Translation (biology), Transfer RNA, Nuclear magnetic resonance, Ribosome, Amino acid, Organic chemistry, Enzyme, Molecular biology, DNA polymerase, Protein biosynthesis, Polymerase, Proofreading, DNA, GTP', Genetic code, Computer science, Quantum mechanics"
A5040886993,Markus Gumbel,,15,149,0,6,4,Mannheim University of Applied Sciences,"Computer science, Biology, Genetics, Biochemistry, Chemistry, Gene, Mathematics, Statistics, Algorithm, Operating system, Sociology, DNA, Genetic code, Social science, Coding (social sciences), Amino acid, Database, Physics, Philosophy, Programming language, Quantum mechanics, Evolutionary biology, Theoretical computer science"
A5042207033,Ángel Monteagudo,https://orcid.org/0000-0001-5185-8902,15,225,0,7,6,Universidade da Coruña,"Computer science, Mathematics, Biology, Algorithm, Genetics, Artificial intelligence, Chemistry, Biochemistry, Medicine, Gene, Cellular automaton, Physics, Internal medicine, Geology, Programming language, Cell biology, Cancer, Paleontology, Set (abstract data type), Code (set theory), Astronomy, Cancer cell, Genetic code, Ecology, Stem cell"
A5047666635,Christen M. Hillenbrand,,15,128,3.090909091,4,4,Boston College,"Biology, Genetics, Medicine, Biochemistry, Internal medicine, Chemistry, Pathology, Immunology, Bioinformatics, Inflammatory bowel disease, Disease, Genetic code, RNA, Gastroenterology, Gene, Physics, Transfer RNA, Amino acid, DNA, Pregnancy, Ecology, Mathematics, Computer science, Nuclear magnetic resonance, Computational biology"
A5001788395,Stefan Alefelder,,14,631,0,11,11,Max Planck Institute of Biochemistry,"Chemistry, Biochemistry, Biology, Genetics, Gene, Organic chemistry, Physics, Nuclear magnetic resonance, Stereochemistry, Amino acid, Enzyme, Protein engineering, Engineering, Mutant, DNA, Chemical engineering, Protein structure, Quantum mechanics, Protein design, Genetic code, Peptide bond, Thermal stability, Indole test, Escherichia coli, Tryptophan"
A5006507691,Jun Hee Kang,,14,408,5,6,6,European Molecular Biology Organization,"Chemistry, Biology, Genetics, Biochemistry, Gene, Biophysics, Physics, Cell biology, Materials science, Amino acid, Organic chemistry, Combinatorial chemistry, Click chemistry, Medicine, Polymer chemistry, Genetic code, Computational biology, Nanotechnology, DNA, Bioorthogonal chemistry, Psychology, Nuclear magnetic resonance, Quantum mechanics, Fluorescence, Optics"
A5011588877,Sarath Gundllapalli,,14,740,0,10,10,Yale University,"Biochemistry, Biology, Chemistry, Genetics, Gene, Organic chemistry, RNA, Transfer RNA, Nuclear magnetic resonance, Physics, Enzyme, Molecular biology, DNA, Ecology, Geology, Paleontology, Amino acid, Methane, Bacteria, Methanogenesis, Methanosarcina barkeri, Genetic code, Chemical engineering, Hydrolysis, Cell biology"
A5013655804,Michael G. Napolitano,,14,390,1.666666667,6,6,Harvard University,"Biology, Genetics, Biochemistry, Gene, Chemistry, Genome, Computational biology, Escherichia coli, DNA, Computer science, Microbiology, Geology, Paleontology, Virulence, Pathogenicity island, Medicine, Bacteria, Salmonella, Genetic code, Stop codon, Plasmid, Pathogenicity, Codon usage bias, Artificial intelligence, Recombination"
A5019427352,Kirill B. Gromadski,,14,1237,0,13,13,Witten/Herdecke University,"Genetics, Biochemistry, RNA, Biology, Gene, Chemistry, Ribosome, Transfer RNA, Messenger RNA, Translation (biology), Physics, Organic chemistry, Nuclear magnetic resonance, Enzyme, Biophysics, EF-Tu, Nucleotide, DNA, GTP', Stereochemistry, P-site, Genetic code, Ribosomal RNA, Cell biology, A-site"
A5020767671,Samuel J. Roberts,https://orcid.org/0000-0002-7324-7325,14,86,3.4,5,5,MRC Laboratory of Molecular Biology,"Genetics, Biochemistry, Biology, Chemistry, Gene, RNA, DNA, Combinatorial chemistry, Stereochemistry, Organic chemistry, Messenger RNA, Physics, Transfer RNA, Amino acid, Genetic code, Food science, Aminoacylation, Nucleotide, Prebiotic, Nuclear magnetic resonance, Computational biology, Medicine, Astrobiology, Internal medicine, Translation (biology)"
A5022962731,A. Yu. Dragovich,,14,184,3,7,4,Vavilov Institute of General Genetics,"Biochemistry, Biology, Chemistry, Genetics, Gene, Medicine, Environmental health, Sociology, Demography, Population, Botany, Chromosome, Agronomy, Genetic diversity, Genome, Horticulture, Allele, Karyotype, Ploidy, DNA, Introgression, Genetic code, Ecology, Food science, Computer science"
A5026551402,Hans‐Rudolf Aerni,,14,2094,0,10,11,Institute for Systems Biology,"Chemistry, Biology, Genetics, Biochemistry, Gene, Chromatography, Medicine, Physics, Engineering, Quantum mechanics, Computational biology, Environmental chemistry, Internal medicine, Mass spectrometry, Mass spectrometry imaging, Environmental science, Proteomics, Environmental engineering, Effluent, Organic chemistry, Waste management, Genetic code, Mathematics, Sewage treatment, Wastewater"
A5035917499,Bryan-Joseph San Luis,,14,358,3.5,7,6,University of Toronto,"Genetics, Biology, Chemistry, Biochemistry, Gene, Saccharomyces cerevisiae, Yeast, Medicine, Computer science, RNA, Sociology, Molecular biology, Amino acid, DNA, Protein biosynthesis, Genetic code, Computational biology, Cell biology, Environmental health, Genome, Mutant, Demography, Gene expression, Transfer RNA, Population"
A5043242625,Sumana Venkat,https://orcid.org/0000-0002-7807-8620,14,269,4,9,9,The University of Texas Southwestern Medical Center,"Genetics, Biochemistry, Biology, Gene, Chemistry, Amino acid, Acetylation, Nuclear magnetic resonance, Physics, Organic chemistry, Enzyme, Lysine, Escherichia coli, Genetic code, DNA, Computational biology, RNA, Transfer RNA, Metabolism, Medicine, Cell biology, Internal medicine, Endocrinology"
A5044702420,Julius Fredens,,14,669,19,7,7,MRC Laboratory of Molecular Biology,"Biology, Chemistry, Genetics, Biochemistry, Gene, Computational biology, Caenorhabditis elegans, Medicine, Cell biology, Internal medicine, Endocrinology, Genome, DNA, RNA, Amino acid, Escherichia coli, Genetic code, Proteomics, Codon usage bias, Geology, Paleontology, Organic chemistry"
A5052931775,Tammy J. Bullwinkle,,14,432,0,11,11,The Ohio State University,"Genetics, Biochemistry, Biology, Gene, Chemistry, Amino acid, RNA, Transfer RNA, Molecular biology, Protein biosynthesis, Messenger RNA, Translation (biology), Aminoacyl tRNA synthetase, Cell biology, Escherichia coli, DNA, Aminoacylation, Genetic code, Nuclear magnetic resonance, Computational biology, Physics, Organic chemistry, Enzyme, Phosphorylation, EF-Tu"
A5056500022,Hikaru Taira,,14,369,0,9,9,Japan Advanced Institute of Science and Technology,"Biology, Chemistry, Genetics, Biochemistry, Medicine, Gene, Organic chemistry, Nuclear magnetic resonance, RNA, Messenger RNA, Physics, Translation (biology), Molecular biology, Protein biosynthesis, Internal medicine, Transfer RNA, Composite material, Materials science, Amino acid, Genetic code, Copolymer, Polymer, DNA, Polyamine, Quantum mechanics"
